"Date","Friendly date","Repo name","Repo URL","PR title","PR URL"
2014-12-19T10:10:30Z,"Dec 19, 2014, 10:10 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Remove chrome fix now Chrome 39 is out",/alphagov/publisher/pull/307
2014-11-21T08:26:21Z,"Nov 21, 2014, 8:26 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Disable all fields on published editions",/alphagov/publisher/pull/303
2014-11-19T10:58:50Z,"Nov 19, 2014, 10:58 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Update notices to success or danger flash messages",/alphagov/publisher/pull/302
2014-11-18T13:40:34Z,"Nov 18, 2014, 1:40 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Temporarily fix Chrome 38 multiple-select bug",/alphagov/publisher/pull/301
2014-11-18T13:53:47Z,"Nov 18, 2014, 1:53 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Quick cleanup of admin tab on editions",/alphagov/publisher/pull/300
2014-11-18T05:26:25Z,"Nov 18, 2014, 5:26 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Avoid submitting business support form with JS",/alphagov/publisher/pull/299
2014-11-18T05:29:54Z,"Nov 18, 2014, 5:29 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Include fact check request recipients in note",/alphagov/publisher/pull/298
2014-11-17T11:41:52Z,"Nov 17, 2014, 11:41 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Link to zendesk tickets from edition notes automatically",/alphagov/publisher/pull/296
2014-11-14T16:40:45Z,"Nov 14, 2014, 4:40 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Simplify page titles",/alphagov/publisher/pull/294
2014-11-17T12:09:07Z,"Nov 17, 2014, 12:09 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Reintroduce previous important note workflow",/alphagov/publisher/pull/293
2014-11-14T11:01:22Z,"Nov 14, 2014, 11:01 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Remove autofocus to prevent page scrolling",/alphagov/publisher/pull/291
2014-11-13T06:42:20Z,"Nov 13, 2014, 6:42 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Make links clickable in notes",/alphagov/publisher/pull/286
2014-11-11T17:19:25Z,"Nov 11, 2014, 5:19 PM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Remove important notes from history",/alphagov/publisher/pull/284
2014-11-12T11:08:17Z,"Nov 12, 2014, 11:08 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Replace grid wrappers with input helper classes",/alphagov/publisher/pull/283
2014-11-12T11:06:21Z,"Nov 12, 2014, 11:06 AM GMT","alphagov/publisher",https://github.com/alphagov/publisher,"Only show video fields on video formats",/alphagov/publisher/pull/282
2014-11-10T17:00:28Z,"Nov 10, 2014, 5:00 PM GMT","alphagov/transition",https://github.com/alphagov/transition,"Put selectable table JS module back into Transition",/alphagov/transition/pull/454
